Formula,Variance,Delta,Alpha,Power,User_n,Statsmodels_n,Difference,Rel_difference
Two Means (A/B),50.84594758620979,1.8658885846425655,0.050000000000000044,0.85,263,264.0,1.0,0.003787878787878788
Two Means (A/B),125.09830303469191,1.895060871262502,0.09999999999999998,0.95,754,755.0,1.0,0.0013245033112582781
Two Means (A/B),231.04720610895018,8.755198459041354,0.09999999999999998,0.85,44,45.0,1.0,0.022222222222222223
Two Means (A/B),375.53214452552885,1.1309598434108457,0.050000000000000044,0.9,6170,6171.0,1.0,0.00016204829039053638
Two Means (A/B),366.32454844040456,0.6227592086384282,0.050000000000000044,0.85,16962,16963.0,1.0,5.8951836349702294e-05
Two Means (A/B),412.2450498563464,2.771225129269322,0.010000000000000009,0.8,1254,1256.0,2.0,0.0015923566878980893
Two Means (A/B),336.42079297211933,1.57509738787751,0.09999999999999998,0.95,2936,2936.0,0.0,0.0
Two Means (A/B),403.2036397001604,7.106041253935066,0.010000000000000009,0.95,285,287.0,2.0,0.006968641114982578
Two Means (A/B),282.77107539872424,4.457970079759357,0.050000000000000044,0.9,300,300.0,0.0,0.0
Two Means (A/B),380.9775229193919,2.4349902315225025,0.010000000000000009,0.95,2290,2291.0,1.0,0.00043649061545176777
Two Means (A/B),78.1440021038158,8.033532466613238,0.010000000000000009,0.9,37,38.0,1.0,0.02631578947368421
Two Means (A/B),380.1271235190406,3.064490753869678,0.09999999999999998,0.8,501,502.0,1.0,0.00199203187250996
Two Means (A/B),336.8989690116034,5.012047202720873,0.010000000000000009,0.9,400,401.0,1.0,0.0024937655860349127
Two Means (A/B),358.6600719724387,9.912151675030907,0.010000000000000009,0.9,109,111.0,2.0,0.018018018018018018
Two Means (A/B),307.34252205223396,5.9189166725357625,0.09999999999999998,0.95,190,191.0,1.0,0.005235602094240838
Two Means (A/B),213.00594874352979,3.4116617585451285,0.09999999999999998,0.9,314,315.0,1.0,0.0031746031746031746
Two Means (A/B),60.88629375110986,8.333800732390158,0.09999999999999998,0.85,13,14.0,1.0,0.07142857142857142
Two Means (A/B),283.13544480746697,3.057383178528853,0.09999999999999998,0.9,519,520.0,1.0,0.0019230769230769232
Two Means (A/B),166.68354148959818,4.353602446115458,0.010000000000000009,0.8,206,208.0,2.0,0.009615384615384616
Two Means (A/B),428.8701050563139,1.9424040366781454,0.09999999999999998,0.8,1406,1407.0,1.0,0.0007107320540156361
Two Means (A/B),256.1840990320517,4.881391833645017,0.050000000000000044,0.85,194,195.0,1.0,0.005128205128205128
Two Means (A/B),86.2706811907061,7.306599139040276,0.050000000000000044,0.9,34,35.0,1.0,0.02857142857142857
Two Means (A/B),246.5828161768308,7.322131463658728,0.050000000000000044,0.8,73,74.0,1.0,0.013513513513513514
Two Means (A/B),121.5086754512091,6.141228979828649,0.09999999999999998,0.9,56,56.0,0.0,0.0
Two Means (A/B),465.18037613950537,4.773398298550283,0.09999999999999998,0.85,294,295.0,1.0,0.003389830508474576
Two Means (A/B),177.2355603104429,0.5414895928923192,0.050000000000000044,0.95,15710,15711.0,1.0,6.364967220418815e-05
Two Means (A/B),174.07393389299853,2.8285621529215597,0.050000000000000044,0.95,566,567.0,1.0,0.001763668430335097
Two Means (A/B),488.67559375150034,3.774950229510983,0.010000000000000009,0.85,895,897.0,2.0,0.002229654403567447
Two Means (A/B),430.15524632870967,2.7545762989455826,0.09999999999999998,0.8,701,702.0,1.0,0.0014245014245014246
Two Means (A/B),433.8903305316427,0.5603558057566485,0.050000000000000044,0.85,24814,24815.0,1.0,4.029820672980052e-05
Two Means (A/B),302.8967813600631,3.524612430266773,0.050000000000000044,0.8,383,384.0,1.0,0.0026041666666666665
Two Means (A/B),397.3359767817296,0.9556036465492103,0.010000000000000009,0.85,11356,11357.0,1.0,8.805142203046579e-05
Two Means (A/B),379.6019293271404,5.5283737788916,0.010000000000000009,0.95,443,445.0,2.0,0.0044943820224719105
Two Means (A/B),471.5701079148913,0.6173530049316354,0.050000000000000044,0.8,19424,19424.0,0.0,0.0
Two Means (A/B),272.51650908279186,9.797553319779393,0.09999999999999998,0.9,49,50.0,1.0,0.02
Two Means (A/B),376.3200773980017,1.9927879445014112,0.09999999999999998,0.9,1624,1624.0,0.0,0.0
Two Means (A/B),188.91443451793785,9.475656278613357,0.09999999999999998,0.8,27,27.0,0.0,0.0
Two Means (A/B),101.34310319957002,1.5973436044758522,0.010000000000000009,0.85,1037,1039.0,2.0,0.0019249278152069298
Two Means (A/B),89.97811028940397,6.869165645212721,0.09999999999999998,0.8,24,25.0,1.0,0.04
Two Means (A/B),491.2325699004977,2.3513540090276517,0.050000000000000044,0.9,1868,1869.0,1.0,0.0005350454788657035
Two Means (A/B),80.45076285500072,7.1075674625747105,0.09999999999999998,0.85,23,24.0,1.0,0.041666666666666664
Two Means (A/B),86.77640558605022,4.637176351133699,0.09999999999999998,0.85,59,59.0,0.0,0.0
Two Means (A/B),124.59854307347409,9.462411655302795,0.09999999999999998,0.85,21,21.0,0.0,0.0
Two Means (A/B),93.90312960768489,8.633670393202296,0.010000000000000009,0.8,30,32.0,2.0,0.0625
Two Means (A/B),387.1776707130994,2.9768168420829153,0.010000000000000009,0.95,1557,1559.0,2.0,0.0012828736369467607
Two Means (A/B),100.37116715968864,3.624136400569042,0.010000000000000009,0.95,273,274.0,1.0,0.0036496350364963502
Two Means (A/B),407.29537236560276,5.022833710115413,0.010000000000000009,0.8,378,379.0,1.0,0.002638522427440633
Two Means (A/B),124.11785904453315,3.369129142227826,0.050000000000000044,0.95,285,286.0,1.0,0.0034965034965034965
Two Means (A/B),283.7236367767718,2.128324614092054,0.09999999999999998,0.9,1073,1074.0,1.0,0.000931098696461825
Two Means (A/B),445.81183472818816,8.718726407955469,0.010000000000000009,0.8,137,139.0,2.0,0.014388489208633094
Two Means (A/B),253.05770488144464,9.851397595794664,0.050000000000000044,0.8,41,42.0,1.0,0.023809523809523808
Two Means (A/B),62.22533955150192,0.7455254534788713,0.050000000000000044,0.9,2353,2354.0,1.0,0.0004248088360237893
Two Means (A/B),459.1490926377021,5.433147799731871,0.010000000000000009,0.85,406,408.0,2.0,0.004901960784313725
Two Means (A/B),217.36970056258917,4.571798510393659,0.010000000000000009,0.85,272,274.0,2.0,0.0072992700729927005
Two Means (A/B),92.03358738888302,4.466614366682759,0.010000000000000009,0.95,165,167.0,2.0,0.011976047904191617
Two Means (A/B),134.02548309786866,1.0309574338992369,0.09999999999999998,0.95,2730,2730.0,0.0,0.0
Two Means (A/B),174.39876076252824,3.1922561086665846,0.09999999999999998,0.9,294,294.0,0.0,0.0
Two Means (A/B),138.1283656641135,8.979883511192991,0.050000000000000044,0.85,31,32.0,1.0,0.03125
Two Means (A/B),251.42132314409764,5.622419900099094,0.050000000000000044,0.9,168,169.0,1.0,0.005917159763313609
Two Means (A/B),326.06291238762935,3.6946972926767034,0.010000000000000009,0.85,624,626.0,2.0,0.003194888178913738
Two Means (A/B),125.98439300495876,5.1198059282678665,0.09999999999999998,0.9,83,84.0,1.0,0.011904761904761904
Two Means (A/B),132.90117765711176,8.950498129077918,0.010000000000000009,0.8,39,41.0,2.0,0.04878048780487805
Two Means (A/B),248.14553826575704,6.19145044819104,0.050000000000000044,0.9,137,138.0,1.0,0.007246376811594203
Two Means (A/B),447.0873657833024,8.055675000871199,0.050000000000000044,0.9,145,146.0,1.0,0.00684931506849315
Two Means (A/B),485.2069768666267,4.235833694823487,0.010000000000000009,0.8,632,634.0,2.0,0.0031545741324921135
Two Means (A/B),350.5639994616322,6.383245605214021,0.050000000000000044,0.85,155,156.0,1.0,0.00641025641025641
Two Means (A/B),242.3703595642768,1.7061107172465457,0.010000000000000009,0.8,1945,1947.0,2.0,0.001027221366204417
Two Means (A/B),301.89005763727215,5.321256259014496,0.09999999999999998,0.95,231,232.0,1.0,0.004310344827586207
Two Means (A/B),450.61612385801095,0.8861251879659923,0.09999999999999998,0.9,9830,9830.0,0.0,0.0
Two Means (A/B),134.335374843912,8.595952826255923,0.050000000000000044,0.85,33,34.0,1.0,0.029411764705882353
Two Means (A/B),99.83680039353115,7.619865860134855,0.09999999999999998,0.9,30,31.0,1.0,0.03225806451612903
Two Means (A/B),455.58320484859195,6.551512395193617,0.09999999999999998,0.8,132,132.0,0.0,0.0
Two Means (A/B),164.44489153024253,8.210625538227466,0.050000000000000044,0.85,44,45.0,1.0,0.022222222222222223
Two Means (A/B),159.95297335390975,1.2181377632706183,0.050000000000000044,0.85,1936,1937.0,1.0,0.0005162622612287042
Two Means (A/B),373.58485130923503,4.259175405692478,0.050000000000000044,0.8,324,325.0,1.0,0.003076923076923077
Two Means (A/B),382.85208532704365,1.9934781373544084,0.010000000000000009,0.8,2251,2252.0,1.0,0.0004440497335701599
Two Means (A/B),245.9774544791717,5.81477233460927,0.09999999999999998,0.8,90,91.0,1.0,0.01098901098901099
Two Means (A/B),412.78814645170587,8.45299953142657,0.010000000000000009,0.9,172,174.0,2.0,0.011494252873563218
Two Means (A/B),64.00201996281096,7.419017878131255,0.050000000000000044,0.85,21,22.0,1.0,0.045454545454545456
Two Means (A/B),191.71381487583545,0.13778962783103674,0.010000000000000009,0.9,300494,300496.0,2.0,6.655662637772217e-06
Two Means (A/B),125.20940516204956,6.587295855947416,0.09999999999999998,0.95,63,64.0,1.0,0.015625
Two Means (A/B),82.70189222450733,0.8630723183194609,0.010000000000000009,0.95,3956,3958.0,2.0,0.0005053057099545225
Two Means (A/B),439.87393141310395,2.2337457010341852,0.010000000000000009,0.9,2624,2626.0,2.0,0.0007616146230007616
Two Means (A/B),80.8274329821408,7.655237383463005,0.09999999999999998,0.85,20,21.0,1.0,0.047619047619047616
Two Means (A/B),391.6619298773793,9.045717659033272,0.09999999999999998,0.9,82,83.0,1.0,0.012048192771084338
Two Means (A/B),413.3282136529781,0.6850295117747075,0.010000000000000009,0.85,22987,22988.0,1.0,4.3500957021054466e-05
Two Means (A/B),342.8458464014363,8.75484456896968,0.010000000000000009,0.9,134,135.0,1.0,0.007407407407407408
Two Means (A/B),126.08648166019663,3.9586179355222715,0.050000000000000044,0.85,145,146.0,1.0,0.00684931506849315
Two Means (A/B),152.0286723155798,3.877958204685281,0.050000000000000044,0.9,213,214.0,1.0,0.004672897196261682
Two Means (A/B),235.74250816971173,8.043307858676716,0.010000000000000009,0.95,130,132.0,2.0,0.015151515151515152
Two Means (A/B),58.10004002534674,4.272296011634549,0.050000000000000044,0.85,58,59.0,1.0,0.01694915254237288
Two Means (A/B),484.8095348180592,1.3617941982864028,0.09999999999999998,0.9,4478,4479.0,1.0,0.00022326412145568208
Two Means (A/B),487.7493453014386,8.277786611499062,0.010000000000000009,0.8,167,168.0,1.0,0.005952380952380952
Two Means (A/B),427.7574092753451,9.819807063280214,0.050000000000000044,0.9,94,95.0,1.0,0.010526315789473684
Two Means (A/B),301.6331630731969,6.319557293586485,0.09999999999999998,0.95,164,165.0,1.0,0.006060606060606061
Two Means (A/B),335.79009765937343,4.553437858928337,0.050000000000000044,0.8,255,256.0,1.0,0.00390625
Two Means (A/B),293.31431449020965,1.055691254934864,0.050000000000000044,0.8,4132,4133.0,1.0,0.00024195499637067505
Two Means (A/B),55.58181632479165,4.740802858098608,0.09999999999999998,0.85,36,37.0,1.0,0.02702702702702703
Two Means (A/B),319.26086793399145,3.0426542963153103,0.010000000000000009,0.85,900,902.0,2.0,0.0022172949002217295
Two Means (A/B),384.4369394292215,0.5766140761856992,0.050000000000000044,0.8,18151,18152.0,1.0,5.509034817100044e-05
Two Means (A/B),198.68360174409824,3.4700178491606906,0.010000000000000009,0.9,492,493.0,1.0,0.002028397565922921
Two Means (A/B),85.53612298587288,2.4711506821044273,0.09999999999999998,0.95,304,304.0,0.0,0.0
Two Means (A/B),65.6016200269175,5.869787667326547,0.050000000000000044,0.85,35,36.0,1.0,0.027777777777777776
Two Means (A/B),308.0072055358481,6.6223681943866985,0.09999999999999998,0.9,121,121.0,0.0,0.0
Two Means (A/B),269.7685830423224,7.4019009160189855,0.09999999999999998,0.8,61,62.0,1.0,0.016129032258064516
Two Means (A/B),64.69055489555087,8.698659912570859,0.050000000000000044,0.95,23,24.0,1.0,0.041666666666666664
Two Means (A/B),480.12101767433853,0.348905386945,0.010000000000000009,0.9,117369,117370.0,1.0,8.520064752492119e-06
Two Means (A/B),86.99317867030175,9.115698136407882,0.050000000000000044,0.9,23,24.0,1.0,0.041666666666666664
Two Means (A/B),111.88569866765692,3.4740754279194817,0.09999999999999998,0.85,134,134.0,0.0,0.0
Two Means (A/B),323.1903104234393,6.349944775610688,0.09999999999999998,0.8,100,100.0,0.0,0.0
Two Means (A/B),337.82250252995686,6.796620987150083,0.050000000000000044,0.95,191,192.0,1.0,0.005208333333333333
Two Means (A/B),269.45018087956896,6.557020169500178,0.050000000000000044,0.95,163,164.0,1.0,0.006097560975609756
Two Means (A/B),320.29297994676017,7.461579770147942,0.09999999999999998,0.95,125,126.0,1.0,0.007936507936507936
Two Means (A/B),335.34681411934906,0.8022289397243569,0.09999999999999998,0.85,7493,7493.0,0.0,0.0
Two Means (A/B),212.83389194231242,4.777684214564484,0.050000000000000044,0.9,196,197.0,1.0,0.005076142131979695
Two Means (A/B),113.01084389899296,2.8404616471339272,0.09999999999999998,0.8,174,174.0,0.0,0.0
Two Means (A/B),199.10615319637284,4.872206475309617,0.050000000000000044,0.9,177,178.0,1.0,0.0056179775280898875
Two Means (A/B),251.36066359510602,4.795455362269479,0.09999999999999998,0.8,136,136.0,0.0,0.0
Two Means (A/B),291.65336975811124,8.555946376739993,0.09999999999999998,0.85,58,58.0,0.0,0.0
Two Means (A/B),424.9926821628556,8.454853664856069,0.09999999999999998,0.85,86,87.0,1.0,0.011494252873563218
Two Means (A/B),258.28337975713276,4.441531036520612,0.050000000000000044,0.85,236,237.0,1.0,0.004219409282700422
Two Means (A/B),182.06997044365474,9.324361822384882,0.09999999999999998,0.95,46,47.0,1.0,0.02127659574468085
Two Means (A/B),89.19174505809717,6.208958509566233,0.09999999999999998,0.9,40,41.0,1.0,0.024390243902439025
Two Means (A/B),445.938204812522,5.790317587217711,0.010000000000000009,0.8,311,313.0,2.0,0.006389776357827476
Two Means (A/B),353.9390933961901,0.5440503234333297,0.010000000000000009,0.8,27931,27933.0,2.0,7.159989976014034e-05
Two Means (A/B),468.2420125129013,1.7355189994447167,0.010000000000000009,0.95,5539,5541.0,2.0,0.00036094567767550983
Two Means (A/B),447.0163502426814,6.742335746950828,0.09999999999999998,0.95,213,214.0,1.0,0.004672897196261682
Two Means (A/B),353.5735338122973,3.0376036469304912,0.050000000000000044,0.9,806,807.0,1.0,0.0012391573729863693
Two Means (A/B),479.31490741326826,7.241795165952254,0.09999999999999998,0.9,157,158.0,1.0,0.006329113924050633
Two Means (A/B),50.94672942914754,7.203964034842785,0.010000000000000009,0.9,30,31.0,1.0,0.03225806451612903
Two Means (A/B),68.25143189510663,8.728817500153482,0.050000000000000044,0.85,17,18.0,1.0,0.05555555555555555
Two Means (A/B),349.38144589012484,8.023513302331725,0.050000000000000044,0.8,86,87.0,1.0,0.011494252873563218
Two Means (A/B),104.46125021833687,4.247583122856007,0.09999999999999998,0.8,72,73.0,1.0,0.0136986301369863
Two Means (A/B),231.90787833989413,3.2787028611617965,0.09999999999999998,0.9,370,371.0,1.0,0.0026954177897574125
Two Means (A/B),235.70389673752848,6.496352132550124,0.050000000000000044,0.85,101,102.0,1.0,0.00980392156862745
Two Means (A/B),449.617578962053,6.027054782959064,0.050000000000000044,0.85,223,224.0,1.0,0.004464285714285714
Two Means (A/B),112.49209687843265,1.2458023061191832,0.010000000000000009,0.95,2583,2585.0,2.0,0.0007736943907156673
Two Means (A/B),127.33181659719253,6.414983217369976,0.09999999999999998,0.85,45,46.0,1.0,0.021739130434782608
Two Means (A/B),288.49618531688844,8.307275552200363,0.050000000000000044,0.95,109,110.0,1.0,0.00909090909090909
Two Means (A/B),419.0056831037102,6.979335499391996,0.010000000000000009,0.9,256,258.0,2.0,0.007751937984496124
